"User","Count","URLs"
"terrywbrady;@Georgetown-University-Libraries",6,"https://github.com/DSpace/DSpace/pull/2009;https://github.com/DSpace/DSpace/pull/2005;https://github.com/DSpace/DSpace/pull/1991;https://github.com/DSpace/DSpace/pull/1989;https://github.com/DSpace/DSpace/pull/1988;https://github.com/DSpace/DSpace/pull/1987"
"mwoodiupui;Indiana University",5,"https://github.com/DSpace/DSpace/pull/2011;https://github.com/DSpace/DSpace/pull/2003;https://github.com/DSpace/DSpace/pull/1997;https://github.com/DSpace/DSpace/pull/1992;https://github.com/DSpace/DSpace/pull/1985"
"PTrottier;",3,"https://github.com/DSpace/dspace-api-lang/pull/27;https://github.com/DSpace/DSpace/pull/1983;https://github.com/DSpace/DSpace/pull/1981"
"tdonohue;@duraspace",2,"https://github.com/DSpace/dspace-angular/pull/236;https://github.com/DSpace/dspace-angular/pull/231"
"arvoConsultores;Arvo Consultores y Tecnología. S.L",2,"https://github.com/DSpace/DSpace/pull/1980;https://github.com/DSpace/DSpace/pull/1979"
"minurmin;University of Jyväskylä",2,"https://github.com/DSpace/DSpace/pull/2001;https://github.com/DSpace/DSpace/pull/2000"
"artlowel;@atmire",2,"https://github.com/DSpace/dspace-angular/pull/237;https://github.com/DSpace/dspace-angular/pull/233"
"KingKrimmson;@atmire",2,"https://github.com/DSpace/DSpace/pull/2002;https://github.com/DSpace/DSpace/pull/1994"
"philip-muench;",1,"https://github.com/DSpace/DSpace/pull/1982"
"mohideen;University of Maryland Libraries",1,"https://github.com/DSpace/DSpace/pull/2010"
"dineshmendhe1;",1,"https://github.com/DSpace/DSpace/pull/1998"
"benbosman;",1,"https://github.com/DSpace/DSpace/pull/1999"
"tomdesair;Atmire NV",1,"https://github.com/DSpace/DSpace/pull/1976"
"kshepherd;",1,"https://github.com/DSpace/DSpace/pull/2006"
"antzsch;",1,"https://github.com/DSpace/DSpace/pull/1984"
"jsavell;",1,"https://github.com/DSpace/DSpace/pull/1977"
"LotteHofstede;",1,"https://github.com/DSpace/dspace-angular/pull/235"
"hcayless;Duke University",1,"https://github.com/DSpace/DSpace/pull/1993"
"Atmire-Kristof;",1,"https://github.com/DSpace/dspace-angular/pull/241"
"AndrewBennet;@Symplectic",1,"https://github.com/DSpace/DSpace/pull/1996"
