"User","Count","URLs"
"mwoodiupui;Indiana University",7,"https://github.com/DSpace/DSpace/pull/2247;https://github.com/DSpace/DSpace/pull/2243;https://github.com/DSpace/DSpace/pull/2242;https://github.com/DSpace/DSpace/pull/2241;https://github.com/DSpace/DSpace/pull/2237;https://github.com/DSpace/DSpace/pull/2233;https://github.com/DSpace/DSpace/pull/2224"
"tdonohue;@duraspace",5,"https://github.com/DSpace/DSpace/pull/2249;https://github.com/DSpace/DSpace/pull/2245;https://github.com/DSpace/DSpace/pull/2244;https://github.com/DSpace/DSpace/pull/2235;https://github.com/DSpace/DSpace/pull/2231"
"bram-atmire;Atmire",4,"https://github.com/DSpace/dspace-angular/pull/324;https://github.com/DSpace/dspace-angular/pull/322;https://github.com/DSpace/dspace-angular/pull/308;https://github.com/DSpace/dspace-angular/pull/296"
"KingKrimmson;@atmire",3,"https://github.com/DSpace/DSpace/pull/2252;https://github.com/DSpace/DSpace/pull/2251;https://github.com/DSpace/DSpace/pull/2248"
"mspalti;",2,"https://github.com/DSpace/Rest7Contract/pull/29;https://github.com/DSpace/DSpace/pull/2240"
"terrywbrady;@Georgetown-University-Libraries",2,"https://github.com/DSpace/DSpace/pull/2230;https://github.com/DSpace/DSpace/pull/2221"
"LotteHofstede;",2,"https://github.com/DSpace/dspace-angular/pull/320;https://github.com/DSpace/dspace-angular/pull/319"
"Atmire-Kristof;",2,"https://github.com/DSpace/dspace-angular/pull/314;https://github.com/DSpace/dspace-angular/pull/312"
"rruizibai;",1,"https://github.com/DSpace/DSpace/pull/2225"
"santit96;",1,"https://github.com/DSpace/DSpace/pull/2234"
"ppmdo;",1,"https://github.com/DSpace/DSpace/pull/2228"
"helix84;",1,"https://github.com/DSpace/dspace-angular/pull/297"
"cwilper;",1,"https://github.com/DSpace/DSpace/pull/2250"
"pnbecker;The Library Code",1,"https://github.com/DSpace/DSpace/pull/2229"
"mohideen;University of Maryland Libraries",1,"https://github.com/DSpace/dspace-angular/pull/294"
"souzaluuk;",1,"https://github.com/DSpace/dspace-api-lang/pull/29"
"christian-scheible;",1,"https://github.com/DSpace/dspace-angular/pull/307"
"arvoConsultores;Arvo Consultores y Tecnología. S.L",1,"https://github.com/DSpace/DSpace/pull/2226"
"artlowel;@atmire",1,"https://github.com/DSpace/dspace-angular/pull/315"
"antzsch;",1,"https://github.com/DSpace/DSpace/pull/2232"
"antoine-atmire;@atmire",1,"https://github.com/DSpace/dspace-angular/pull/303"
"abollini;",1,"https://github.com/DSpace/DSpace/pull/2239"
"UlrichHahn;",1,"https://github.com/DSpace/DSpace/pull/2236"
"benbosman;",1,"https://github.com/DSpace/DSpace/pull/2246"
"tantz001;",1,"https://github.com/DSpace/DSpace/pull/2238"
"KarmeleJisc;",1,"https://github.com/DSpace/DSpace/pull/2227"
"cjuergen;",1,"https://github.com/DSpace/dspace-angular/pull/300"
