"User","Count","URLs"
"terrywbrady;@Georgetown-University-Libraries",6,"https://github.com/DSpace/DSpace/pull/2060;https://github.com/DSpace/DSpace/pull/2053;https://github.com/DSpace/DSpace/pull/2051;https://github.com/DSpace/DSpace/pull/2050;https://github.com/DSpace/DSpace/pull/2049;https://github.com/DSpace/DSpace/pull/2048"
"kshepherd;",5,"https://github.com/DSpace/DSpace/pull/2068;https://github.com/DSpace/DSpace/pull/2067;https://github.com/DSpace/DSpace/pull/2047;https://github.com/DSpace/DSpace/pull/2045;https://github.com/DSpace/DSpace/pull/2043"
"abollini;",4,"https://github.com/DSpace/ResourceSyncJava/pull/1;https://github.com/DSpace/DSpaceResourceSync/pull/2;https://github.com/DSpace/DSpace/pull/2066;https://github.com/DSpace/DSpace/pull/2065"
"atarix83;",3,"https://github.com/DSpace/dspace-angular/pull/274;https://github.com/DSpace/dspace-angular/pull/272;https://github.com/DSpace/dspace-angular/pull/264"
"pnbecker;The Library Code",3,"https://github.com/DSpace/dspace-angular/pull/263;https://github.com/DSpace/DSpace/pull/2071;https://github.com/DSpace/DSpace/pull/2044"
"mwoodiupui;Indiana University",3,"https://github.com/DSpace/DSpace/pull/2058;https://github.com/DSpace/DSpace/pull/2055;https://github.com/DSpace/DSpace/pull/2042"
"tdonohue;@duraspace",3,"https://github.com/DSpace/DSpace/pull/2069;https://github.com/DSpace/DSpace/pull/2062;https://github.com/DSpace/DSpace/pull/2054"
"mspalti;",2,"https://github.com/DSpace/Rest7Contract/pull/25;https://github.com/DSpace/DSpace/pull/2064"
"artlowel;@atmire",2,"https://github.com/DSpace/dspace-angular/pull/273;https://github.com/DSpace/dspace-angular/pull/268"
"ppmdo;",1,"https://github.com/DSpace/DSpace/pull/2061"
"blancoj;",1,"https://github.com/DSpace/dspace-replicate/pull/24"
"tantz001;",1,"https://github.com/DSpace/DSpace/pull/2052"
"mjmarttila;",1,"https://github.com/DSpace/dspace-angular/pull/267"
"jcreel;",1,"https://github.com/DSpace/DSpace/pull/2057"
"MW3000;",1,"https://github.com/DSpace/DSpace/pull/2059"
"LotteHofstede;",1,"https://github.com/DSpace/dspace-angular/pull/271"
"DSquareTechnologies;",1,"https://github.com/DSpace/dspace-api-lang/pull/28"
"Atmire-Kristof;",1,"https://github.com/DSpace/dspace-angular/pull/269"
"AlexanderS;",1,"https://github.com/DSpace/DSpace/pull/2072"
